county_name,precinct_num,candidate,score,confidence,normalized_score
bergen,340030140001,gerardo cedrone,50.23,0.842,0.0
bergen,340030140002,gerardo cedrone,50.69,0.842,0.0
bergen,340030140003,gerardo cedrone,51.99,0.895,0.0
bergen,340030140004,gerardo cedrone,49.48,0.842,0.0
bergen,340030140005,gerardo cedrone,49.77,0.842,0.0
bergen,340030140006,gerardo cedrone,49.83,0.842,0.0
bergen,340030151001,gerardo cedrone,50.92,0.842,0.0
bergen,340030151002,gerardo cedrone,53.59,0.895,0.0
bergen,340030151003,gerardo cedrone,50.96,0.842,0.0
bergen,340030152001,gerardo cedrone,55.13,0.895,0.1732580037664787
bergen,340030152002,gerardo cedrone,55.26,0.895,0.04356435643564333
bergen,340030152003,gerardo cedrone,51.9,0.842,0.1060752169720348
bergen,340030152004,gerardo cedrone,51.35,0.842,0.0
bergen,340030152005,gerardo cedrone,51.78,0.842,0.14123222748815178
bergen,340030152006,gerardo cedrone,52.11,0.842,0.08832487309644643
bergen,340030153001,gerardo cedrone,55.11,0.895,0.17304015296367134
bergen,340030153002,gerardo cedrone,52.04,0.842,0.17713214620431117
bergen,340030153003,gerardo cedrone,52.36,0.842,0.2312286689419796
bergen,340030153004,gerardo cedrone,51.95,0.842,0.08663883089770406
bergen,340030154011,gerardo cedrone,52.8,0.842,0.3029839326702369
bergen,340030154012,gerardo cedrone,52.18,0.842,0.15327102803738318
bergen,340030154013,gerardo cedrone,51.83,0.842,0.1573033707865168
bergen,340030154021,gerardo cedrone,51.84,0.842,0.13497536945812855
bergen,340030154022,gerardo cedrone,51.88,0.842,0.09045226130653321
bergen,340030155001,gerardo cedrone,50.42,0.842,0.0
bergen,340030155002,gerardo cedrone,52.14,0.842,0.1495992876224399
bergen,340030155003,gerardo cedrone,50.99,0.842,0.0
bergen,340030155004,gerardo cedrone,50.4,0.842,0.0
bergen,340030155005,gerardo cedrone,52.13,0.842,0.02270381836945365
bergen,340030155006,gerardo cedrone,51.05,0.842,0.0
bergen,340030160001,gerardo cedrone,50.22,0.842,0.0
bergen,340030160002,gerardo cedrone,50.76,0.842,0.0
bergen,340030160003,gerardo cedrone,51.32,0.842,0.0
bergen,340030160004,gerardo cedrone,50.16,0.842,0.0
bergen,340030160005,gerardo cedrone,51.13,0.842,0.0
bergen,340030160006,gerardo cedrone,50.73,0.842,0.0
bergen,340030171011,gerardo cedrone,50.47,0.842,0.0
bergen,340030171012,gerardo cedrone,53.1,0.895,0.0
bergen,340030171013,gerardo cedrone,50.59,0.842,0.0
bergen,340030171014,gerardo cedrone,50.73,0.842,0.0
bergen,340030171015,gerardo cedrone,51.16,0.842,0.0
bergen,340030171021,gerardo cedrone,50.13,0.842,0.0
bergen,340030171022,gerardo cedrone,50.9,0.842,0.0
bergen,340030172001,gerardo cedrone,51.23,0.842,0.0
bergen,340030172002,gerardo cedrone,50.04,0.842,0.0
bergen,340030172003,gerardo cedrone,51.82,0.842,0.06159014557670741
bergen,340030172004,gerardo cedrone,50.43,0.842,0.0
bergen,340030172005,gerardo cedrone,51.74,0.842,0.0
bergen,340030172006,gerardo cedrone,50.62,0.842,0.0
bergen,340030173011,gerardo cedrone,50.67,0.842,0.0
bergen,340030173012,gerardo cedrone,50.6,0.842,0.0
bergen,340030173013,gerardo cedrone,50.61,0.842,0.0
bergen,340030173021,gerardo cedrone,50.55,0.842,0.0
bergen,340030173022,gerardo cedrone,50.82,0.842,0.0
bergen,340030173023,gerardo cedrone,50.06,0.842,0.0
bergen,340030174001,gerardo cedrone,50.68,0.842,0.0
bergen,340030174002,gerardo cedrone,51.21,0.842,0.0
bergen,340030174003,gerardo cedrone,54.29,0.895,0.0
bergen,340030174004,gerardo cedrone,51.29,0.842,0.0
bergen,340030174005,gerardo cedrone,50.3,0.842,0.0
bergen,340030175011,gerardo cedrone,54.87,0.895,0.11885245901639312
bergen,340030175012,gerardo cedrone,50.3,0.842,0.0
bergen,340030175013,gerardo cedrone,50.87,0.842,0.0
bergen,340030175014,gerardo cedrone,53.56,0.895,0.0
bergen,340030175021,gerardo cedrone,51.21,0.842,0.0
bergen,340030175022,gerardo cedrone,50.8,0.842,0.0
bergen,340030175023,gerardo cedrone,50.03,0.842,0.0
bergen,340030181011,gerardo cedrone,52.02,0.842,0.20982986767485867
bergen,340030181012,gerardo cedrone,48.44,0.789,0.0
bergen,340030181013,gerardo cedrone,49.67,0.842,0.0
bergen,340030181014,gerardo cedrone,50.86,0.842,0.0
bergen,340030181021,gerardo cedrone,50.86,0.842,0.0
bergen,340030181022,gerardo cedrone,51.6,0.842,0.13827433628318586
bergen,340030182001,gerardo cedrone,51.59,0.842,0.12282608695652207
bergen,340030182002,gerardo cedrone,51.16,0.842,0.12396694214876001
bergen,340030182003,gerardo cedrone,51.23,0.842,0.0
bergen,340030182004,gerardo cedrone,51.06,0.842,0.0
bergen,340030182005,gerardo cedrone,50.47,0.842,0.0
bergen,340030191021,gerardo cedrone,50.66,0.842,0.0
bergen,340030191022,gerardo cedrone,51.38,0.842,0.001161440185831024
bergen,340030191031,gerardo cedrone,50.96,0.842,0.0
bergen,340030191032,gerardo cedrone,51.63,0.842,0.09392265193370185
bergen,340030191033,gerardo cedrone,51.21,0.842,0.003567181926278374
bergen,340030191034,gerardo cedrone,51.77,0.842,0.0
